The video is over!
The video is over!
The video is over!
The video is over!
   Frame Number   Queue Density Dynamic Density
            823        0.656927        0.000000
            824        0.654843        0.000000
            825        0.655122        0.000000
            826        0.656981        0.000000
            827        0.657656        0.000000
            828        0.655398        0.000000
            829        0.655426        0.000000
            830        0.656935        0.000000
            831        0.657614        0.000000
            832        0.659500        0.000000
            833        0.659735        0.000000
            834        0.660862        0.000000
            835        0.661148        0.000000
            836        0.663254        0.000000
            837        0.662689        0.000000
            838        0.663571        0.000000
            839        0.663910        0.000000
            840        0.666057        0.000000
            841        0.665768        0.000000
            842        0.665779        0.000000
            843        0.666022        0.000000
            844        0.668235        0.000000
            845        0.667931        0.000000
            846        0.667358        0.000000
            847        0.668134        0.000000
            848        0.670264        0.000000
            849        0.669943        0.000000
            850        0.669034        0.000000
            851        0.669879        0.000000
            852        0.671696        0.000000
            853        0.672023        0.000000
            854        0.670132        0.000000
            855        0.671434        0.000000
            856        0.673257        0.000000
            857        0.674266        0.000000
            858        0.672684        0.000000
            859        0.673833        0.000000
            860        0.675588        0.000000
            861        0.676354        0.000000
            862        0.675196        0.000000
            863        0.676174        0.000000
            864        0.677698        0.000000
            865        0.678488        0.000000
            866        0.677589        0.000000
            867        0.676616        0.000000
            868        0.677580        0.000000
            869        0.678432        0.000000
            870        0.677610        0.000000
            871        0.676878        0.000000
            872        0.677422        0.000000
            873        0.678216        0.000000
            874        0.677262        0.000000
            875        0.676621        0.000000
            876        0.676934        0.000000
            877        0.676390        0.000000
            878        0.675450        0.000000
            879        0.674365        0.000000
            880        0.674837        0.000000
            881        0.674350        0.000000
            882        0.673881        0.000000
            883        0.672777        0.000000
            884        0.673100        0.000000
            885        0.672414        0.000000
            886        0.672425        0.000000
            887        0.671142        0.000000
            888        0.671240        0.000000
            889        0.670927        0.000000
            890        0.671016        0.000000
            891        0.669389        0.000000
            892        0.669689        0.000000
            893        0.669181        0.000000
            894        0.669989        0.000000
            895        0.668169        0.000000
            896        0.667926        0.000000
            897        0.667722        0.000000
            898        0.668252        0.000000
            899        0.667237        0.000000
            900        0.667045        0.000000
            901        0.666634        0.000000
            902        0.667987        0.000000
            903        0.667169        0.000000
            904        0.667008        0.000000
            905        0.666508        0.000000
            906        0.667863        0.000000
            907        0.668683        0.000000
            908        0.668709        0.000000
            909        0.668011        0.000000
            910        0.669485        0.000000
            911        0.669959        0.000000
            912        0.670128        0.000000
            913        0.669275        0.000000
            914        0.670750        0.000000
            915        0.671148        0.000000
            916        0.670916        0.000000
            917        0.671427        0.000000
            918        0.673279        0.000000
            919        0.673909        0.000000
            920        0.673819        0.000000
            921        0.674174        0.000000
            922        0.675919        0.000000
            923        0.676593        0.000000
            924        0.676748        0.000000
            925        0.677116        0.000000
            926        0.678764        0.000000
            927        0.676703        0.000000
            928        0.677120        0.000000
            929        0.677083        0.000000
            930        0.679113        0.000000
            931        0.677136        0.000000
            932        0.677836        0.000000
            933        0.677693        0.000000
            934        0.679893        0.000000
            935        0.678015        0.000000
